Id,'Gas_Connection','Fireplace','Entrance_Hall','Kitchenette','Equipped',Garage_Type,'Furnished','Drainage','Telephone','Guest_Bathroom','BBQ_Area','Living_Room','Nearby_Parks','Solarium',Commercial_Use,Province,'Internal_Garden',Garages,'Electricity','Patio','Children_Playground',Type,Number_Bathrooms,'Green_Areas','Electric_Doorman',Construction_Area_m2,'Intercom','Near_Sea','Sauna','Cinema_Room','Cleaning_Service','Terrace',Construction_Area,'Sports_Area','Security_System',Location,'Water_Heater',Professional_Use,Match,'Club_House','Internal_Park','Laundry_Room','Nearby_Schools','Balcony','Attic','Oceanfront','Security_Guard',Natural_Light,'Swimming_Pool','Electric_Fence',Advertiser,'Air_Conditioning','Hall','Nearby_Shopping_Centers','Kitchen','Water','Basement','Independent_Bathroom','Walk_in_Closet',Age,Number_Floors,'Daily_Dining_Room','Grill','Closet',Publication_Date,'Internet','Sauna_Area',Bedrooms,Pets,'Kitchen_with_Cabinets','Service_Room','Garden','Storage_Room',Beach_Resort,'Cable','Gym','Jacuzzi','Independent_Entrance','Handicap_Access','Dining_Room','Office',Total_Area_m2,'Heating',District,'Daycare',Property_Condition,'Internet_Room','Service_Bathroom',Price
42,0,0,Not specified,0,1,Paralelas,1,1,1,1,Not specified,0,1,Not specified,Si,Lima,0,4,1,0,Not specified,Casa,5,Not specified,1,550,1,0,0,Not specified,0,0,550.00 m2,Not specified,1,SanIsidro-Lima,1,Si,0.0,Not specified,Not specified,0,1,1,1,0,0,Muy luminoso,Not specified,1,INGmobiliaria,1,0,1,1,1,0,0,0,3,2.0,1,1,0,Publicado el 24.08.19,1,Not specified,5+,Si,1,1,Not specified,1,Nulo,1,Not specified,1,0,1,1,0,600,1,SanIsidro,Not specified,Muy bueno,Not specified,1,1598000
43,0,0,Not specified,0,0,Paralelas,0,1,1,1,Not specified,0,1,Not specified,Si,Callao,1,1,1,1,Not specified,Casa,2,Not specified,0,175,0,0,0,Not specified,0,0,175.00 m2,Not specified,1,LaPerla-Callao,0,Si,0.0,Not specified,Not specified,1,1,0,0,0,0,Luminoso,Not specified,0,CASITA LINDA,0,0,1,1,1,0,0,0,5,2.0,1,0,0,Publicado el 26.08.19,0,Not specified,4,Si,0,1,Not specified,0,Nulo,0,Not specified,0,0,0,1,0,140,0,LaPerla,Not specified,A Remodelar,Not specified,0,170000
44,0,1,1,0,0,Paralelas,0,0,0,0,0,1,Not specified,0,Not specified,Lima,1,3,0,1,0,Casa en condominio,4,0,0,320,0,Not specified,0,0,0,1,320.00 m2,0,0,LaMolina-Lima,0,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,1,Not specified,1,0,No disponible,0,1,Not specified,1,0,0,0,1,1,2.0,1,1,0,Publicado el 05.09.19,0,0,3,Si,0,1,1,0,Nulo,0,0,0,Not specified,Not specified,1,0,550,0,LaMolina,0,Muy bueno,0,1,920000
45,Not specified,0,1,0,0,Not specified,0,0,Not specified,0,0,1,Not specified,0,Not specified,Lima,0,1,Not specified,1,0,Casa,3,0,0,253,0,Not specified,0,0,Not specified,1,253.00 m2,0,Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435000
46,0,0,Not specified,0,0,Lineales,0,1,0,1,Not specified,0,1,Not specified,Not specified,Lima,0,3,1,0,Not specified,Casa,3,Not specified,1,300,1,0,0,Not specified,0,0,300.00 m2,Not specified,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665000
47,0,0,0,0,0,Not specified,0,1,0,1,1,0,0,0,Not specified,Lima,0,5,1,0,0,Casa de campo,5,1,0,450,0,0,0,0,0,0,450.00 m2,0,1,Cieneguilla-Lima,1,Not specified,0.0,0,0,0,1,1,0,0,1,Muy luminoso,0,0,Aymee Osores,1,0,0,1,1,0,0,0,3,2.0,1,1,0,Publicado el 15.09.19,1,0,4,Si,1,1,1,1,Nulo,1,0,0,0,0,1,0,1054,0,Cieneguilla,0,Excelente,0,1,390000
48,0,0,0,0,0,Separadas,0,1,1,1,1,0,Not specified,0,Si,Lambayeque,0,5,1,0,0,Casa de campo,5,0,0,800,1,Not specified,0,0,1,0,800.00 m2,0,1,Monsefu-Lambayeque,1,Si,0.0,0,0,0,Not specified,1,0,Not specified,1,Muy luminoso,0,0,A&F GRUPO INMOBILIARIO,0,0,Not specified,1,1,0,0,0,2,2.0,1,1,0,Publicado el 04.06.19,1,0,5+,Si,1,1,0,1,Nulo,1,0,0,Not specified,Not specified,1,0,2000,0,Monsefu,0,Muy bueno,0,1,210000
49,Not specified,1,1,0,0,Not specified,0,0,Not specified,1,0,1,Not specified,0,Not specified,Lima,1,3,Not specified,1,0,Casa,5,0,0,454,0,Not specified,0,0,Not specified,1,454.00 m2,0,Not specified,SantiagoDeSurco-Lima,0,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,1,0,No disponible,1,1,Not specified,1,Not specified,0,0,1,2,2.0,1,1,0,Publicado el 03.09.19,Not specified,0,4,Si,0,1,1,0,Nulo,Not specified,0,1,Not specified,Not specified,1,0,1093,0,SantiagoDeSurco,0,Not specified,0,1,2300000
50,Not specified,Not specified,1,0,Not specified,Not specified,Not specified,Not specified,Not specified,0,0,1,Not specified,0,Not specified,Lima,1,4,Not specified,1,0,Casa,5,0,Not specified,600,Not specified,Not specified,Not specified,0,Not specified,0,600.00 m2,0,Not specified,SantiagoDeSurco-Lima,Not specified,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,1,Not specified,No disponible,Not specified,1,Not specified,1,Not specified,0,0,1,4,1.0,1,Not specified,0,Publicado el 24.07.19,Not specified,0,3,Si,Not specified,1,1,0,Nulo,Not specified,0,Not specified,Not specified,Not specified,1,1,1250,Not specified,SantiagoDeSurco,0,Remodelado,0,1,1800000
51,Not specified,0,1,0,0,Not specified,0,0,Not specified,1,0,1,Not specified,0,Not specified,Lima,1,3,Not specified,0,0,Casa,5,0,0,500,0,Not specified,0,0,Not specified,1,500.00 m2,0,Not specified,LaMolina-Lima,0,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,1,0,No disponible,1,1,Not specified,1,Not specified,0,0,1,2,2.0,1,0,0,Publicado el 18.09.19,Not specified,0,5+,Si,0,1,1,0,Nulo,Not specified,0,0,Not specified,Not specified,1,1,1200,0,LaMolina,0,Not specified,0,1,2100000
52,1,Not specified,Not specified,0,Not specified,NoTiene,Not specified,Not specified,1,0,Not specified,0,1,Not specified,Not specified,Lima,0,0,1,1,Not specified,Casa,2,Not specified,Not specified,160,Not specified,0,Not specified,Not specified,0,0,160.00 m2,Not specified,0,ElAgustino-Lima,Not specified,Not specified,0.0,Not specified,Not specified,1,1,1,0,0,0,Luminoso,Not specified,Not specified,No disponible,Not specified,1,0,1,1,0,0,0,3,2.0,0,Not specified,0,Publicado el 04.09.19,1,Not specified,5+,Si,Not specified,0,Not specified,0,Nulo,1,Not specified,Not specified,0,0,1,0,160,Not specified,ElAgustino,Not specified,Bueno,Not specified,0,125000
53,Not specified,0,1,0,0,Not specified,1,0,Not specified,0,0,1,Not specified,0,Not specified,Lima,0,5,Not specified,0,0,Casa de campo,2,0,0,310,0,Not specified,0,0,Not specified,1,310.00 m2,0,Not specified,SantaCruzDeFlores-Lima,0,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,1,0,No disponible,0,1,Not specified,1,Not specified,0,0,0,1,1.0,1,0,0,Publicado el 25.08.19,Not specified,0,4,Si,0,0,1,0,Nulo,Not specified,0,0,Not specified,Not specified,1,0,3764,0,SantaCruzDeFlores,0,Muy bueno,0,0,450000
54,Not specified,0,1,0,0,Paralelas,0,0,Not specified,1,0,1,Not specified,0,Not specified,Lima,1,3,Not specified,1,0,Casa,4,0,0,450,0,Not specified,0,0,Not specified,1,450.00 m2,0,Not specified,LaMolina-Lima,0,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,1,0,No disponible,1,1,Not specified,1,Not specified,0,0,1,1,2.0,1,1,0,Publicado el 16.09.19,Not specified,0,4,Si,0,1,1,0,Nulo,Not specified,0,0,Not specified,Not specified,1,1,900,0,LaMolina,0,Muy bueno,0,1,2500000
55,0,0,Not specified,0,0,Not specified,0,0,0,0,Not specified,0,1,Not specified,Not specified,Lima,0,1,1,0,Not specified,Casa,3,Not specified,0,240,0,0,0,Not specified,0,0,240.00 m2,Not specified,0,SanJuanDeLurigancho-Lima,0,Not specified,0.0,Not specified,Not specified,1,1,0,0,0,0,Not specified,Not specified,0,No disponible,0,1,1,1,1,0,0,0,3,3.0,0,0,0,Publicado el 13.09.19,0,Not specified,5+,Si,1,0,Not specified,1,Nulo,0,Not specified,0,0,0,1,0,240,0,SanJuanDeLurigancho,Not specified,Bueno,Not specified,0,138000
56,Not specified,0,1,0,0,Not specified,0,0,Not specified,1,0,1,Not specified,0,Not specified,Lima,1,3,Not specified,0,0,Casa,5,0,0,593,0,Not specified,0,0,Not specified,1,593.00 m2,0,Not specified,LaMolina-Lima,0,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,1,0,No disponible,1,1,Not specified,1,Not specified,0,0,0,2,2.0,1,0,0,Publicado el 09.09.19,Not specified,0,4,Si,0,1,1,0,Nulo,Not specified,0,1,Not specified,Not specified,1,1,1892,0,LaMolina,0,Bueno,0,1,1590000
57,0,Not specified,0,0,Not specified,Not specified,Not specified,Not specified,0,0,1,0,Not specified,0,Not specified,Lima,0,2,0,0,0,Casa,5,0,Not specified,290,Not specified,Not specified,Not specified,0,0,1,290.00 m2,0,0,LaMolina-Lima,Not specified,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,0,Not specified,1,Not specified,PROIN SAC ,Not specified,1,Not specified,1,1,0,0,1,3,2.0,0,Not specified,1,Publicado el 18.09.19,0,0,3,Si,Not specified,0,1,1,Nulo,0,0,Not specified,Not specified,Not specified,0,0,579,Not specified,LaMolina,0,Not specified,0,1,750000
58,0,0,Not specified,0,0,Paralelas,0,1,1,1,Not specified,0,0,Not specified,Not specified,Lima,0,3,1,0,Not specified,Casa de Playa,3,Not specified,0,144,0,1,0,Not specified,0,0,144.00 m2,Not specified,0,PuntaNegra-Lima,0,Not specified,0.0,Not specified,Not specified,0,0,1,0,0,0,Luminoso,Not specified,0,REMAX EXPRESS,0,0,0,1,1,0,0,0,3,2.0,1,0,0,Publicado el 12.09.19,0,Not specified,5+,Si,0,0,Not specified,0,Punta Roca,1,Not specified,0,0,1,1,0,288,0,PuntaNegra,Not specified,Excelente,Not specified,0,89000
59,Not specified,1,0,0,0,Paralelas,0,0,Not specified,1,0,1,Not specified,0,Not specified,Lima,0,2,Not specified,0,0,Casa en condominio,4,0,0,250,0,Not specified,0,0,Not specified,1,250.00 m2,0,Not specified,Chorrillos-Lima,0,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,0,0,No disponible,0,1,Not specified,1,Not specified,0,0,1,4,2.0,1,0,0,Publicado el 12.08.19,Not specified,0,4,Si,0,1,1,0,Nulo,Not specified,0,0,Not specified,Not specified,1,0,313,0,Chorrillos,0,Muy bueno,0,1,395000
60,0,0,Not specified,0,0,Not specified,0,0,0,1,Not specified,0,0,Not specified,Not specified,Lima,0,2,1,0,Not specified,Casa de Playa,4,Not specified,0,250,0,1,0,Not specified,0,0,250.00 m2,Not specified,0,CerroAzul-Lima,1,Not specified,0.0,Not specified,Not specified,0,0,1,0,1,0,Muy luminoso,Not specified,0,Agente Inmobiliario,0,0,0,1,1,0,0,0,3,3.0,1,1,0,Publicado el 02.07.19,0,Not specified,5+,Si,1,0,Not specified,1,Lobos,0,Not specified,0,0,0,1,0,250,0,CerroAzul,Not specified,Muy bueno,Not specified,0,147000
61,0,0,1,0,0,Paralelas,0,1,1,1,1,1,1,0,No,Lima,0,1,1,0,0,Casa en condominio,5,0,0,145,0,0,0,0,0,1,145.00 m2,0,0,Lince-Lima,1,No,0.0,0,0,0,1,1,0,0,0,Luminoso,0,0,ZOE INMOBILIARIA,0,1,1,1,1,0,0,0,3,3.0,1,0,1,Publicado el 14.09.19,1,0,5+,Si,1,1,0,1,Nulo,1,0,0,0,0,1,1,89,0,Lince,0,Muy bueno,0,1,240000
62,0,Not specified,0,0,Not specified,Not specified,Not specified,Not specified,0,0,0,0,Not specified,0,Not specified,Lima,1,2,1,1,0,Casa,2,0,Not specified,1060,Not specified,Not specified,Not specified,0,0,0,1060.00 m2,0,1,LaMolina-Lima,Not specified,Not specified,0.0,0,0,0,Not specified,0,0,Not specified,0,Muy luminoso,1,Not specified,VALORUM BIENES RAICES SAC ,Not specified,1,Not specified,0,1,0,0,0,4,2.0,1,Not specified,0,Publicado el 15.07.19,0,0,3,Si,Not specified,0,1,0,Nulo,1,0,Not specified,Not specified,Not specified,1,0,1060,Not specified,LaMolina,0,Excelente,0,0,1150000
63,Not specified,Not specified,0,0,Not specified,Not specified,Not specified,Not specified,Not specified,0,0,1,Not specified,0,Not specified,Lima,0,1,Not specified,1,0,Casa,4,0,Not specified,368,Not specified,Not specified,Not specified,0,Not specified,1,368.00 m2,0,Not specified,LaMolina-Lima,Not specified,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,1,Not specified,No disponible,Not specified,0,Not specified,1,Not specified,0,0,1,2,2.0,1,Not specified,0,Publicado el 18.09.19,Not specified,0,4,Si,Not specified,1,1,0,Nulo,Not specified,0,Not specified,Not specified,Not specified,1,0,940,Not specified,LaMolina,0,Bueno,0,1,1100000
64,Not specified,1,1,0,0,Paralelas,0,0,Not specified,0,0,1,Not specified,0,Not specified,Lima,1,2,Not specified,1,0,Casa,3,0,0,260,0,Not specified,0,0,Not specified,1,260.00 m2,0,Not specified,LaMolina-Lima,0,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,0,0,No disponible,0,1,Not specified,1,Not specified,0,0,0,4,1.0,1,0,0,Publicado el 16.09.19,Not specified,0,3,Si,0,1,1,0,Nulo,Not specified,0,0,Not specified,Not specified,1,1,1000,0,LaMolina,0,Not specified,0,1,890000
65,Not specified,0,1,0,0,Paralelas,0,0,Not specified,0,0,1,Not specified,0,Not specified,Lima,1,2,Not specified,0,0,Casa en condominio,5,0,0,354,0,Not specified,0,0,Not specified,1,354.00 m2,0,Not specified,LaMolina-Lima,0,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,1,0,No disponible,0,1,Not specified,1,Not specified,0,0,1,1,2.0,1,0,0,Publicado el 22.08.19,Not specified,0,4,Si,0,1,1,0,Nulo,Not specified,0,1,Not specified,Not specified,1,1,324,0,LaMolina,0,Not specified,0,1,670000
66,0,1,1,0,0,Paralelas,0,0,0,0,0,1,Not specified,0,Not specified,Lima,1,2,0,1,0,Casa en condominio,3,0,0,242,0,Not specified,0,0,0,1,242.00 m2,0,0,LaMolina-Lima,0,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,1,Not specified,1,0,No disponible,1,1,Not specified,1,0,0,0,1,1,2.0,1,0,0,Publicado el 08.09.19,0,0,4,Si,0,1,1,0,Nulo,0,0,0,Not specified,Not specified,1,1,400,0,LaMolina,0,Not specified,0,1,530000
67,Not specified,0,0,0,0,Paralelas,0,0,Not specified,1,0,1,Not specified,0,Not specified,Lima,1,2,Not specified,0,0,Casa,4,0,0,284,0,Not specified,0,0,Not specified,1,284.00 m2,0,Not specified,LaMolina-Lima,0,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,1,0,No disponible,0,1,Not specified,1,Not specified,0,0,1,3,3.0,1,1,0,Publicado el 03.09.19,Not specified,0,3,Si,0,1,1,0,Nulo,Not specified,0,0,Not specified,Not specified,1,1,250,0,LaMolina,0,Not specified,0,1,645000
68,Not specified,Not specified,1,0,Not specified,Lineales,Not specified,Not specified,Not specified,0,0,1,Not specified,0,Not specified,Lima,0,4,Not specified,0,0,Casa,3,0,Not specified,400,Not specified,Not specified,Not specified,0,Not specified,1,400.00 m2,0,Not specified,LaMolina-Lima,Not specified,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,1,Not specified,No disponible,Not specified,1,Not specified,1,Not specified,0,0,0,3,2.0,1,Not specified,0,Publicado el 20.08.19,Not specified,0,4,Si,Not specified,1,1,0,Nulo,Not specified,0,Not specified,Not specified,Not specified,1,0,1018,Not specified,LaMolina,0,Not specified,0,1,1500000
69,Not specified,1,1,0,0,Not specified,0,0,Not specified,1,0,1,Not specified,0,Not specified,Lima,1,5,Not specified,1,0,Casa,5,0,0,450,0,Not specified,0,0,Not specified,1,450.00 m2,0,Not specified,LaMolina-Lima,0,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,1,0,No disponible,0,1,Not specified,1,Not specified,0,0,1,2,2.0,1,1,0,Publicado el 26.08.19,Not specified,0,4,Si,0,1,1,0,Nulo,Not specified,0,1,Not specified,Not specified,1,1,1100,0,LaMolina,0,Bueno,0,1,1390000
70,Not specified,1,1,0,0,Paralelas,0,0,Not specified,0,0,0,Not specified,0,Not specified,Lima,1,4,Not specified,1,0,Casa,5,0,0,711,0,Not specified,1,0,Not specified,1,711.00 m2,0,Not specified,LaMolina-Lima,0,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,0,0,No disponible,0,1,Not specified,1,Not specified,0,0,1,3,2.0,1,1,0,Publicado el 07.08.19,Not specified,0,5+,Si,0,1,1,0,Nulo,Not specified,0,0,Not specified,Not specified,1,1,1064,0,LaMolina,0,A Remodelar,0,1,1300000
71,Not specified,Not specified,1,0,Not specified,Not specified,Not specified,Not specified,Not specified,1,0,1,Not specified,0,Not specified,Lima,0,2,Not specified,1,0,Casa,4,0,Not specified,293,Not specified,Not specified,Not specified,0,Not specified,1,293.00 m2,0,Not specified,SanIsidro-Lima,Not specified,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,1,Not specified,No disponible,Not specified,1,Not specified,1,Not specified,0,0,0,4,2.0,1,Not specified,0,Publicado el 15.08.19,Not specified,0,3,Si,Not specified,1,1,0,Nulo,Not specified,0,Not specified,Not specified,Not specified,1,1,313,Not specified,SanIsidro,0,A Remodelar,0,1,940000
72,0,0,1,0,0,Not specified,1,0,0,0,0,1,Not specified,0,Not specified,Lima,0,1,0,0,0,Casa en condominio,4,0,0,164,0,Not specified,0,0,0,0,164.00 m2,0,0,SantiagoDeSurco-Lima,0,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,1,Not specified,0,0,No disponible,0,1,Not specified,1,0,0,0,0,2,3.0,0,0,0,Publicado el 27.08.19,0,0,4,Si,0,1,0,0,Nulo,0,0,0,Not specified,Not specified,1,1,60,0,SantiagoDeSurco,0,Bueno,0,1,280000
73,Not specified,0,1,0,0,Lineales,0,0,Not specified,1,0,1,Not specified,0,Not specified,Lima,0,4,Not specified,0,0,Casa,4,0,0,300,0,Not specified,0,0,Not specified,1,300.00 m2,0,Not specified,LaMolina-Lima,0,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,1,0,No disponible,1,1,Not specified,1,Not specified,0,0,0,2,2.0,1,0,0,Publicado el 05.08.19,Not specified,0,3,Si,0,1,1,0,Nulo,Not specified,0,0,Not specified,Not specified,1,1,1400,0,LaMolina,0,Not specified,0,1,1200000
74,Not specified,0,1,0,0,Not specified,1,0,Not specified,0,0,1,Not specified,0,Not specified,Piura,1,3,Not specified,1,0,Casa de Playa en condominio,2,0,0,202,0,Not specified,0,0,Not specified,1,202.00 m2,0,Not specified,Mancora-Piura,0,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,1,0,CyC INMOBILIA,0,1,Not specified,1,Not specified,0,0,0,1,2.0,1,1,0,Publicado el 23.08.19,Not specified,0,4,Si,0,1,1,0,Pocitas,Not specified,0,0,Not specified,Not specified,1,0,561,0,Mancora,0,Bueno,0,1,370000
75,Not specified,1,1,0,0,Not specified,1,0,Not specified,0,1,1,Not specified,0,Not specified,Lima,1,3,Not specified,1,0,Casa de Playa en condominio,5,1,0,188,0,Not specified,0,0,Not specified,1,188.00 m2,1,Not specified,Asia-Lima,0,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,1,0,No disponible,0,1,Not specified,1,Not specified,0,0,0,1,2.0,0,0,0,Publicado el 29.08.19,Not specified,0,4,Si,0,1,1,0,Cocoa,Not specified,0,0,Not specified,Not specified,1,0,160,0,Asia,0,Muy bueno,0,1,350000
76,0,0,1,0,1,Lineales,1,1,1,1,0,0,1,0,Si,LaLibertad,0,2,1,0,0,Casa,5,0,1,350,1,0,0,0,0,0,350.00 m2,0,1,Moche-LaLibertad,1,Si,0.0,0,0,0,0,1,0,0,0,Muy luminoso,0,0,No disponible,0,0,0,1,1,0,0,0,1,3.0,1,0,0,Publicado el 12.09.19,1,0,5+,Si,1,1,0,1,Nulo,1,0,1,0,1,1,0,150,0,Moche,0,Excelente,0,1,350000
77,0,0,0,0,0,Lineales,0,0,0,1,1,0,Not specified,0,No,Lima,0,1,1,0,0,Casa en condominio,2,0,0,280,1,Not specified,0,0,0,0,280.00 m2,0,0,LaMolina-Lima,0,No,0.0,0,0,0,Not specified,0,0,Not specified,0,Muy luminoso,0,0,MASTERKEY ASESORES INMOBILIARIOS,0,0,Not specified,1,1,0,0,0,1,3.0,1,0,0,Publicado el 25.08.19,0,0,3,Si,1,0,0,0,Nulo,0,0,0,Not specified,Not specified,1,0,220,0,LaMolina,0,Remodelado,0,1,395000
78,Not specified,0,0,0,0,Not specified,0,0,Not specified,0,0,0,Not specified,0,Not specified,Lima,0,5,Not specified,1,0,Casa,4,0,0,1180,0,Not specified,0,0,Not specified,1,1180.00 m2,0,Not specified,SantiagoDeSurco-Lima,0,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,1,0,No disponible,0,1,Not specified,1,Not specified,0,0,0,1,2.0,1,1,0,Publicado el 12.08.19,Not specified,0,5+,Si,0,1,1,0,Nulo,Not specified,1,0,Not specified,Not specified,1,1,4929,0,SantiagoDeSurco,0,Not specified,0,1,5150000
79,Not specified,0,Not specified,0,0,Not specified,0,0,Not specified,1,Not specified,0,1,Not specified,Not specified,Lima,0,1,Not specified,0,Not specified,Casa,5,Not specified,0,521,0,0,0,Not specified,Not specified,0,521.16 m2,Not specified,Not specified,SantiagoDeSurco-Lima,0,Not specified,0.0,Not specified,Not specified,0,1,0,0,0,Not specified,Not specified,Not specified,0,MASTERHOUSE,0,0,1,1,Not specified,0,0,0,3,3.0,1,0,0,Publicado el 28.08.19,Not specified,Not specified,5+,Si,0,1,Not specified,0,Nulo,Not specified,Not specified,1,0,0,1,0,336,0,SantiagoDeSurco,Not specified,Not specified,Not specified,1,690000
80,0,0,0,0,0,Not specified,0,0,0,1,0,0,Not specified,0,Not specified,Lima,0,2,1,0,0,Casa,4,0,0,224,0,Not specified,0,0,0,1,224.00 m2,0,0,LaMolina-Lima,0,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,0,Not specified,1,0,PROIN SAC ,0,1,Not specified,1,1,0,0,0,3,2.0,0,1,1,Publicado el 18.09.19,0,0,3,Si,0,1,1,1,Nulo,0,0,0,Not specified,Not specified,1,0,315,0,LaMolina,0,Not specified,0,1,550000
81,Not specified,0,1,0,0,Not specified,0,0,Not specified,1,0,0,Not specified,0,Not specified,Lima,0,4,Not specified,0,0,Casa,5,0,0,500,0,Not specified,0,0,Not specified,1,500.00 m2,0,Not specified,SanBorja-Lima,0,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,1,0,No disponible,0,0,Not specified,1,Not specified,0,0,1,1,3.0,1,1,0,Publicado el 11.09.19,Not specified,0,4,Si,0,1,1,0,Nulo,Not specified,0,0,Not specified,Not specified,0,1,465,0,SanBorja,0,Not specified,0,1,1500000
82,Not specified,Not specified,1,0,Not specified,Not specified,Not specified,Not specified,Not specified,0,0,1,Not specified,0,Not specified,Lima,0,3,Not specified,0,0,Casa,3,0,Not specified,400,Not specified,Not specified,Not specified,0,Not specified,1,400.00 m2,0,Not specified,SanIsidro-Lima,Not specified,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,0,Not specified,No disponible,Not specified,1,Not specified,1,Not specified,0,0,0,3,3.0,1,Not specified,0,Publicado el 06.09.19,Not specified,0,3,Si,Not specified,1,1,0,Nulo,Not specified,0,Not specified,Not specified,Not specified,1,0,322,Not specified,SanIsidro,0,Muy bueno,0,1,770000
83,Not specified,Not specified,0,0,Not specified,Paralelas,Not specified,Not specified,Not specified,1,0,1,Not specified,0,Not specified,Lima,0,2,Not specified,0,0,Casa,5,0,Not specified,800,Not specified,Not specified,Not specified,0,Not specified,1,800.00 m2,0,Not specified,LaMolina-Lima,Not specified,Not specified,0.0,0,0,1,Not specified,0,0,Not specified,Not specified,Not specified,1,Not specified,No disponible,Not specified,1,Not specified,1,Not specified,0,0,0,6,3.0,1,Not specified,0,Publicado el 09.09.19,Not specified,0,4,Si,Not specified,1,1,0,Nulo,Not specified,0,Not specified,Not specified,Not specified,1,1,500,Not specified,LaMolina,0,Not specified,0,1,1350000
